"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Trade Value Growth","Trade Value Growth Value","Year"
"Iron & steel",1572,"Stainless Steel Wire",157223,"Metals",15,3296,,,2023
"Iron & steel",1572,"Steel Ingots",157224,"Metals",15,18.000000000000004,,,2023
"Iron & steel",1572,"Flat Flat-Rolled Steel",157225,"Metals",15,57,,,2023
"Iron & steel",1572,"Other Steel Bars",157228,"Metals",15,1545,,,2023
"Iron/Steel Articles",1573,"Cast Iron Pipes",157303,"Metals",15,162,,,2023
"Iron/Steel Articles",1573,"Iron Pipes",157304,"Metals",15,3963,0.2334267040149393,750,2023
"Iron/Steel Articles",1573,"Other Small Iron Pipes",157306,"Metals",15,3376,-0.37388724035608306,-2016,2023
"Iron/Steel Articles",1573,"Iron Pipe Fittings",157307,"Metals",15,9103,-0.3553572693152043,-5018,2023
"Iron/Steel Articles",1573,"Iron Structures",157308,"Metals",15,8978,-0.9481289323619304,-164105,2023
"Iron/Steel Articles",1573,"Large Iron Containers",157309,"Metals",15,205,-0.8652202498356345,-1316.0000000000002,2023
"Iron/Steel Articles",1573,"Small Iron Containers",157310,"Metals",15,4369,-0.9118460079497992,-45192,2023
"Iron/Steel Articles",1573,"Iron Gas Containers",157311,"Metals",15,34480,1.1688262674550258,18582,2023
"Iron/Steel Articles",1573,"Stranded Iron Wire",157312,"Metals",15,44143,0.021166836309799205,915,2023
"Iron/Steel Articles",1573,"Iron Chains",157315,"Metals",15,3082,,,2023
"Iron/Steel Articles",1573,"Iron Anchors",157316,"Metals",15,340,-0.621380846325167,-558,2023
"Iron/Steel Articles",1573,"Iron Nails",157317,"Metals",15,553,2.9784172661870505,414,2023
"Iron/Steel Articles",1573,"Iron Fasteners",157318,"Metals",15,3940,-0.32844724731549346,-1927,2023
"Iron/Steel Articles",1573,"Iron Sewing Needles",157319,"Metals",15,5298,109.375,5250,2023
"Iron/Steel Articles",1573,"Iron Springs",157320,"Metals",15,654,0.3212121212121212,159,2023
"Iron/Steel Articles",1573,"Iron Stovetops",157321,"Metals",15,110,-0.9753914988814317,-4360,2023
"Iron/Steel Articles",1573,"Iron Housewares",157323,"Metals",15,29723,2.2537493158182813,20588,2023
"Iron/Steel Articles",1573,"Iron Toiletry",157324,"Metals",15,5615,-0.2821529020710816,-2207.000000000001,2023
"Iron/Steel Articles",1573,"Other Cast Iron Products",157325,"Metals",15,398.99999999999994,,,2023
"Iron/Steel Articles",1573,"Other Iron Products",157326,"Metals",15,11868,-0.8344908375868129,-59838,2023
"Copper articles",1574,"Scrap Copper",157404,"Metals",15,1384517,0.04235155236575889,56254,2023
"Copper articles",1574,"Copper Pipes",157411,"Metals",15,47,-0.9847303443794672,-3031,2023
"Copper articles",1574,"Copper Pipe Fittings",157412,"Metals",15,290,-0.8406593406593407,-1530,2023
"Copper articles",1574,"Stranded Copper Wire",157413,"Metals",15,1009.0000000000001,8.701923076923077,905.0000000000001,2023
"Copper articles",1574,"Copper Fasteners",157415,"Metals",15,141,,,2023
"Copper articles",1574,"Copper Housewares",157418,"Metals",15,260,,,2023
"Copper articles",1574,"Other Copper Products",157419,"Metals",15,4985,102.85416666666667,4937,2023
"Nickel articles",1575,"Other Nickel Products",157508,"Metals",15,1938.0000000000002,0.8265786993402453,877.0000000000002,2023
"Aluminum articles",1576,"Scrap Aluminium",157602,"Metals",15,817950,0.33049325603638424,203178,2023
"Aluminum articles",1576,"Aluminium Plating",157606,"Metals",15,559,,,2023
"Aluminum articles",1576,"Aluminium Foil",157607,"Metals",15,213,,,2023
"Aluminum articles",1576,"Aluminium Pipes",157608,"Metals",15,19,,,2023
"Aluminum articles",1576,"Aluminium Structures",157610,"Metals",15,17835,6.108409724990036,15326,2023
"Aluminum articles",1576,"Aluminium Cans",157612,"Metals",15,4738,0.8771790808240888,2214,2023
"Aluminum articles",1576,"Aluminium Gas Containers",157613,"Metals",15,879,-0.8194701170671596,-3990,2023
"Aluminum articles",1576,"Aluminium Housewares",157615,"Metals",15,11780.999999999998,5.207060063224446,9882.999999999998,2023
"Aluminum articles",1576,"Other Aluminium Products",157616,"Metals",15,2272,-0.8406955546206704,-11990,2023
"Lead articles",1578,"Scrap Lead",157802,"Metals",15,64929,0.19709065432622266,10689.999999999993,2023
"Lead articles",1578,"Other Lead Products",157806,"Metals",15,1005,9.578947368421053,910,2023
"Zinc articles",1579,"Zinc Bars",157904,"Metals",15,201.99999999999997,,,2023
"Zinc articles",1579,"Other Zinc Products",157907,"Metals",15,1967,-0.5131188118811881,-2073,2023
"Tin articles",1580,"Tin Bars",158003,"Metals",15,1,,,2023
"Cermet articles",1581,"Cermets",158113,"Metals",15,10,,,2023
"Tools & cutlery",1582,"Garden Tools",158201,"Metals",15,166,-0.9899387841687375,-16333,2023
"Tools & cutlery",1582,"Hand Saws",158202,"Metals",15,509,7.775862068965517,451,2023
"Tools & cutlery",1582,"Hand Tools",158203,"Metals",15,1771,0.5644876325088339,639,2023
"Tools & cutlery",1582,"Wrenches",158204,"Metals",15,2062,-0.06272727272727273,-138,2023
"Tools & cutlery",1582,"Other Hand Tools",158205,"Metals",15,23037,-0.3718609406952965,-13638,2023
"Tools & cutlery",1582,"Tool Sets",158206,"Metals",15,8227,0.9,3897,2023
"Tools & cutlery",1582,"Interchangeable Tool Parts",158207,"Metals",15,94776,5.101197373503283,79242,2023
"Tools & cutlery",1582,"Cutting Blades",158208,"Metals",15,577,-0.2876543209876543,-233,2023
"Tools & cutlery",1582,"Cooking Hand Tools",158210,"Metals",15,1783.0000000000002,34.660000000000004,1733.0000000000002,2023
"Tools & cutlery",1582,"Knives",158211,"Metals",15,1517,-0.03498727735368957,-55,2023
"Tools & cutlery",1582,"Scissors",158213,"Metals",15,423,-0.8846782988004362,-3245,2023
"Tools & cutlery",1582,"Other Cutlery",158214,"Metals",15,27.999999999999996,,,2023
"Tools & cutlery",1582,"Cutlery Sets",158215,"Metals",15,7475,4.4963235294117645,6115,2023
"Miscellaneous metal products",1583,"Padlocks",158301,"Metals",15,1281,2.9659442724458205,958,2023
"Miscellaneous metal products",1583,"Metal Mountings",158302,"Metals",15,52115,24.876365441906657,50101,2023
"Miscellaneous metal products",1583,"Metal Office Supplies",158305,"Metals",15,351.00000000000006,,,2023
"Miscellaneous metal products",1583,"Bells and Other Metal Ornaments",158306,"Metals",15,4799,0.6715430163706025,1928,2023
"Miscellaneous metal products",1583,"Flexible Metal Tubing",158307,"Metals",15,2526,,,2023
"Miscellaneous metal products",1583,"Other Metal Fasteners",158308,"Metals",15,637,18.303030303030305,604,2023
"Miscellaneous metal products",1583,"Coated Metal Soldering Products",158311,"Metals",15,2674,-0.5062776957163959,-2742,2023
"Machinery, mechanical appliances, & parts",1684,"Steam Boilers",168402,"Machines",16,10,,,2023
"Machinery, mechanical appliances, & parts",1684,"Spark-Ignition Engines",168407,"Machines",16,40660,-0.4913812514072703,-39282,2023
"Machinery, mechanical appliances, & parts",1684,"Combustion Engines",168408,"Machines",16,1351,,,2023
"Machinery, mechanical appliances, & parts",1684,"Engine Parts",168409,"Machines",16,117478,-0.9071236459254035,-1147408,2023
"Machinery, mechanical appliances, & parts",1684,"Gas Turbines",168411,"Machines",16,314967,1.7254767920805787,199403,2023
"Machinery, mechanical appliances, & parts",1684,"Other Engines",168412,"Machines",16,909,-0.9917106667031433,-108750,2023
"Machinery, mechanical appliances, & parts",1684,"Liquid Pumps",168413,"Machines",16,150870,-0.3263077987898814,-73075,2023
"Machinery, mechanical appliances, & parts",1684,"Air Pumps",168414,"Machines",16,133852,1.0840132029644391,69624,2023
"Machinery, mechanical appliances, & parts",1684,"Air Conditioners",168415,"Machines",16,91580,0.07503404235338311,6392,2023
"Machinery, mechanical appliances, & parts",1684,"Industrial Furnaces",168417,"Machines",16,11.000000000000002,-0.8253968253968254,-52,2023
"Machinery, mechanical appliances, & parts",1684,"Refrigerators",168418,"Machines",16,7867,-0.11686124831612034,-1041,2023
"Machinery, mechanical appliances, & parts",1684,"Other Heating Machinery",168419,"Machines",16,3918.0000000000005,-0.6847441261667203,-8510,2023
"Machinery, mechanical appliances, & parts",1684,"Rolling Machines",168420,"Machines",16,221,,,2023
"Machinery, mechanical appliances, & parts",1684,"Centrifuges",168421,"Machines",16,82296,-0.11324698834127103,-10510,2023
"Machinery, mechanical appliances, & parts",1684,"Washing and Bottling Machines",168422,"Machines",16,852,-0.7160946351216262,-2149.0000000000005,2023
"Machinery, mechanical appliances, & parts",1684,"Scales",168423,"Machines",16,2366,-0.45684113865932047,-1990,2023
"Machinery, mechanical appliances, & parts",1684,"Liquid Dispersing Machines",168424,"Machines",16,34177,-0.6373177409427595,-60056.999999999985,2023
"Machinery, mechanical appliances, & parts",1684,"Pulley Systems",168425,"Machines",16,35174,-0.653201873305398,-66251,2023
"Machinery, mechanical appliances, & parts",1684,"Cranes",168426,"Machines",16,104803,-0.7096411344727561,-256140,2023
"Machinery, mechanical appliances, & parts",1684,"Fork-Lifts",168427,"Machines",16,16619,-0.7225125644921607,-43272,2023
"Machinery, mechanical appliances, & parts",1684,"Lifting Machinery",168428,"Machines",16,3918,216.66666666666663,3900,2023
"Machinery, mechanical appliances, & parts",1684,"Other Construction Vehicles",168430,"Machines",16,497455,0.19657040319050162,81721,2023
"Machinery, mechanical appliances, & parts",1684,"Excavation Machinery",168431,"Machines",16,455087,-0.26235760550321907,-161861,2023
"Machinery, mechanical appliances, & parts",1684,"Harvesting Machinery",168433,"Machines",16,91,-0.9986871717929482,-69225.00000000001,2023
"Machinery, mechanical appliances, & parts",1684,"Fruit Pressing Machinery",168435,"Machines",16,351.00000000000006,-0.9398148148148148,-5481,2023
"Machinery, mechanical appliances, & parts",1684,"Mill Machinery",168437,"Machines",16,20895,,,2023
"Machinery, mechanical appliances, & parts",1684,"Industrial Food Preperation Machinery",168438,"Machines",16,36359,63.811051693404636,35798,2023
"Machinery, mechanical appliances, & parts",1684,"Print Production Machinery",168442,"Machines",16,530,,,2023
"Machinery, mechanical appliances, & parts",1684,"Industrial Printers",168443,"Machines",16,23806,-0.6743053370363783,-49287,2023
"Machinery, mechanical appliances, & parts",1684,"Household Washing Machines",168450,"Machines",16,14157,2.6170158405723045,10243,2023
"Machinery, mechanical appliances, & parts",1684,"Textile Processing Machines",168451,"Machines",16,885,33.03846153846153,859,2023
"Machinery, mechanical appliances, & parts",1684,"Sewing Machines",168452,"Machines",16,28419,1.8913419472988096,18590,2023
"Machinery, mechanical appliances, & parts",1684,"Non-Mechanical Removal Machinery",168456,"Machines",16,879,,,2023
"Machinery, mechanical appliances, & parts",1684,"Metal Lathes",168458,"Machines",16,4697,,,2023
"Machinery, mechanical appliances, & parts",1684,"Drilling Machines",168459,"Machines",16,4266,3.8698630136986307,3390,2023
"Machinery, mechanical appliances, & parts",1684,"Metal Finishing Machines",168460,"Machines",16,6800,0.7085427135678392,2820,2023
"Machinery, mechanical appliances, & parts",1684,"Metalworking Machines",168461,"Machines",16,57360,15.263113127303656,53833,2023
"Machinery, mechanical appliances, & parts",1684,"Forging Machines",168462,"Machines",16,14698,-0.8836096989277965,-111584,2023
"Machinery, mechanical appliances, & parts",1684,"Other Non-Metal Removal Machinery",168463,"Machines",16,1569,3.3462603878116344,1208,2023
"Machinery, mechanical appliances, & parts",1684,"Woodworking machines",168465,"Machines",16,1051,-0.8171537926235212,-4696.999999999999,2023
"Machinery, mechanical appliances, & parts",1684,"Metalworking Machine Parts",168466,"Machines",16,911,-0.8811170559832964,-6752,2023
"Machinery, mechanical appliances, & parts",1684,"Motor-working Tools",168467,"Machines",16,87719,2.7502778965369816,64329,2023
"Machinery, mechanical appliances, & parts",1684,"Soldering and Welding Machinery",168468,"Machines",16,3537,-0.25426944971537,-1206,2023
"Machinery, mechanical appliances, & parts",1684,"Calculators",168470,"Machines",16,14.999999999999998,-0.9999402218963208,-250913,2023
"Machinery, mechanical appliances, & parts",1684,"Computers",168471,"Machines",16,103018,-0.24008409250175192,-32547,2023
"Machinery, mechanical appliances, & parts",1684,"Other Office Machines",168472,"Machines",16,22.000000000000004,-0.8253968253968254,-104,2023
"Machinery, mechanical appliances, & parts",1684,"Office Machine Parts",168473,"Machines",16,2136,-0.907351984385166,-20919,2023
"Machinery, mechanical appliances, & parts",1684,"Stone Processing Machines",168474,"Machines",16,46928,1.9930480260220678,31249,2023
"Machinery, mechanical appliances, & parts",1684,"Rubberworking Machinery",168477,"Machines",16,609,,,2023
"Machinery, mechanical appliances, & parts",1684,"Machinery Having Individual Functions",168479,"Machines",16,43075,-0.8027656310812976,-175319.99999999997,2023
"Machinery, mechanical appliances, & parts",1684,"Metal Molds",168480,"Machines",16,3936,-0.9195042640652801,-44961,2023
"Machinery, mechanical appliances, & parts",1684,"Valves",168481,"Machines",16,69912,-0.6039586012338056,-106615,2023
"Machinery, mechanical appliances, & parts",1684,"Ball Bearings",168482,"Machines",16,2854,-0.9227960072497092,-34113,2023
"Machinery, mechanical appliances, & parts",1684,"Transmissions",168483,"Machines",16,14141,-0.6447252719644248,-25662,2023
"Machinery, mechanical appliances, & parts",1684,"Gaskets",168484,"Machines",16,8828,0.6967134345569863,3625,2023
"Machinery, mechanical appliances, & parts",1684,"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,"Machines",16,15795,-0.8442215515710989,-85598.99999999999,2023
"Electrical machinery and electronics",1685,"Electric Motors",168501,"Machines",16,86450,0.3335287221570926,21622,2023
"Electrical machinery and electronics",1685,"Electric Generating Sets",168502,"Machines",16,22681,-0.38936004092291965,-14462.000000000007,2023
"Electrical machinery and electronics",1685,"Electric Motor Parts",168503,"Machines",16,47412,-0.30607107312218257,-20912,2023
"Electrical machinery and electronics",1685,"Electrical Transformers",168504,"Machines",16,221492,9.67534220165799,200744,2023
"Electrical machinery and electronics",1685,"Electromagnets",168505,"Machines",16,174,-0.7566433566433567,-541,2023
"Electrical machinery and electronics",1685,"Batteries",168506,"Machines",16,18607,-0.12061061486837753,-2552,2023
"Electrical machinery and electronics",1685,"Electric Batteries",168507,"Machines",16,10466,-0.9872699783859656,-811685,2023
"Electrical machinery and electronics",1685,"Vacuum Cleaners",168508,"Machines",16,1536,-0.9709607895035354,-51358.00000000001,2023
"Electrical machinery and electronics",1685,"Other Domestic Electric Housewares",168509,"Machines",16,21678.999999999996,-0.9913697080294877,-2490287,2023
"Electrical machinery and electronics",1685,"Electrical Ignitions",168511,"Machines",16,6216,0.9155624036979969,2971,2023
"Electrical machinery and electronics",1685,"Electrical Lighting and Signalling Equipment",168512,"Machines",16,1133,10.107843137254902,1031,2023
"Electrical machinery and electronics",1685,"Portable Lighting",168513,"Machines",16,5569.999999999999,31.764705882352935,5399.999999999999,2023
"Electrical machinery and electronics",1685,"Electric Furnaces",168514,"Machines",16,52.00000000000001,-0.8631578947368421,-328,2023
"Electrical machinery and electronics",1685,"Electric Soldering Equipment",168515,"Machines",16,38143,-0.24004303560399276,-12048,2023
"Electrical machinery and electronics",1685,"Electric Heaters",168516,"Machines",16,8944,-0.8845905700792278,-68554,2023
"Electrical machinery and electronics",1685,"Telephones",168517,"Machines",16,657355,0.5136244738562993,223062.99999999994,2023
"Electrical machinery and electronics",1685,"Microphones and Headphones",168518,"Machines",16,9163,0.5274212368728122,3164,2023
"Electrical machinery and electronics",1685,"Sound Recording Equipment",168519,"Machines",16,1161,0.09735349716446125,103,2023
"Electrical machinery and electronics",1685,"Audio and Video Recording Accessories",168522,"Machines",16,1575,-0.5143385753931545,-1668.0000000000005,2023
"Electrical machinery and electronics",1685,"Blank Audio Media",168523,"Machines",16,3441,-0.16944243301955106,-702,2023
"Electrical machinery and electronics",1685,"Broadcasting Equipment",168525,"Machines",16,347940,3.5354884963827153,271225,2023
"Electrical machinery and electronics",1685,"Navigation Equipment",168526,"Machines",16,35134,1.2120506201599195,19251,2023
"Electrical machinery and electronics",1685,"Radio Receivers",168527,"Machines",16,205,-0.9076576576576577,-2015,2023
"Electrical machinery and electronics",1685,"Video Displays",168528,"Machines",16,111383,1.8425632911392404,72199,2023
"Electrical machinery and electronics",1685,"Broadcasting Accessories",168529,"Machines",16,21354,1.1699014327812214,11513,2023
"Electrical machinery and electronics",1685,"Traffic Signals",168530,"Machines",16,6263,-0.0011164274322170507,-7.0000000000009095,2023
"Electrical machinery and electronics",1685,"Audio Alarms",168531,"Machines",16,4118,-0.9142958230140066,-43931,2023
"Electrical machinery and electronics",1685,"Electrical Capacitors",168532,"Machines",16,589,-0.8875954198473283,-4651,2023
"Electrical machinery and electronics",1685,"Electrical Resistors",168533,"Machines",16,807.9999999999999,-0.3393295175797221,-415.0000000000001,2023
"Electrical machinery and electronics",1685,"Printed Circuit Boards",168534,"Machines",16,7552,,,2023
"Electrical machinery and electronics",1685,"High-voltage Protection Equipment",168535,"Machines",16,145469,86.68474984930681,143810,2023
"Electrical machinery and electronics",1685,"Low-voltage Protection Equipment",168536,"Machines",16,39068,-0.1495679052656784,-6871,2023
"Electrical machinery and electronics",1685,"Electrical Control Boards",168537,"Machines",16,3632,-0.5485955754412131,-4414,2023
"Electrical machinery and electronics",1685,"Electrical Power Accessories",168538,"Machines",16,19355,21.986935866983377,18513,2023
"Electrical machinery and electronics",1685,"Electric Filament",168539,"Machines",16,5287,-0.9842444362327306,-330277,2023
"Electrical machinery and electronics",1685,"Semiconductor Devices",168541,"Machines",16,828324.9999999999,44.09854630587466,809957.9999999999,2023
"Electrical machinery and electronics",1685,"Integrated Circuits",168542,"Machines",16,24088,-0.6098287898666925,-37649,2023
"Electrical machinery and electronics",1685,"Other Electrical Machinery",168543,"Machines",16,78347,0.5133083520049447,26575,2023
"Electrical machinery and electronics",1685,"Insulated Wire",168544,"Machines",16,515575,13.12070004382121,479063,2023
"Electrical machinery and electronics",1685,"Carbon-based Electronics",168545,"Machines",16,1726.9999999999998,-0.9583403690749005,-39728,2023
"Electrical machinery and electronics",1685,"Electrical Insulators",168546,"Machines",16,24,-0.7446808510638298,-70,2023
"Electrical machinery and electronics",1685,"Electrical Parts",168548,"Machines",16,324791,1.6857102693226829,203858,2023
"Railway and trams",1786,"Railway Cargo Containers",178609,"Transportation",17,13089809.000000002,-0.48849499432881544,-12500964.999999998,2023
"Cars, tractors, trucks & parts thereof.",1787,"Buses",178702,"Transportation",17,81752,10218,81744,2023
"Cars, tractors, trucks & parts thereof.",1787,"Cars",178703,"Transportation",17,219196,-0.5373591420725928,-254597,2023
"Cars, tractors, trucks & parts thereof.",1787,"Delivery Trucks",178704,"Transportation",17,92072,-0.5368704855033098,-106732,2023
"Cars, tractors, trucks & parts thereof.",1787,"Motor vehicles; parts and accessories (8701 to 8705)",178708,"Transportation",17,11954,-0.882185975459518,-89511,2023
"Cars, tractors, trucks & parts thereof.",1787,"Motorcycles and cycles",178711,"Transportation",17,11093,-0.5575895349764697,-13981,2023
"Cars, tractors, trucks & parts thereof.",1787,"Bicycles, delivery tricycles, other cycles",178712,"Transportation",17,4332,-0.06172839506172839,-285,2023
"Cars, tractors, trucks & parts thereof.",1787,"Wheelchairs",178713,"Transportation",17,13809.000000000002,14.550675675675677,12921.000000000002,2023
"Cars, tractors, trucks & parts thereof.",1787,"Bi-Wheel Vehicle Parts",178714,"Transportation",17,124,-0.9974513914580507,-48529.99999999999,2023
"Cars, tractors, trucks & parts thereof.",1787,"Baby Carriages",178715,"Transportation",17,547.9999999999999,-0.8445390070921985,-2977,2023
"Cars, tractors, trucks & parts thereof.",1787,"Trailers and semi-trailers, not mechanically propelled vehicles",178716,"Transportation",17,200087,8.63903073513826,179329,2023
"Aircraft and Spacecraft",1788,"Planes, Helicopters, and/or Spacecraft",178802,"Transportation",17,1099443,0.6008127512547267,412640,2023
"Aircraft and Spacecraft",1788,"Aircraft parts (gliders, balloons, and powered aircraft)",178803,"Transportation",17,251686,-0.43529036933660326,-194005.00000000006,2023
"Ships, boats, & floating structures",1789,"Recreational Boats",178903,"Transportation",17,15725,-0.928802984615106,-205141,2023
"Ships, boats, & floating structures",1789,"Other Sea Vessels",178906,"Transportation",17,11001,-0.8717802279773421,-74797,2023
"Ships, boats, & floating structures",1789,"Other Floating Structures",178907,"Transportation",17,1286472.0000000002,0.07075813656562582,85013.00000000023,2023
"Optical, photo, & film equipment; medical instruments",1890,"Optical Fibers and optical fibre bundles",189001,"Instruments",18,3754.0000000000005,1.2974296205630362,2120.000000000001,2023
"Optical, photo, & film equipment; medical instruments",1890,"Mirrors and Lenses",189002,"Instruments",18,3044,-0.9419991616173164,-49438,2023
"Optical, photo, & film equipment; medical instruments",1890,"Eyewear Frames",189003,"Instruments",18,236,-0.7521008403361344,-716,2023
"Optical, photo, & film equipment; medical instruments",1890,"Eyewear",189004,"Instruments",18,290,-0.8104575163398693,-1240,2023
"Optical, photo, & film equipment; medical instruments",1890,"Binoculars and Telescopes",189005,"Instruments",18,843,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"Cameras",189006,"Instruments",18,77473,15493.6,77468,2023
"Optical, photo, & film equipment; medical instruments",1890,"Video Cameras",189007,"Instruments",18,40.99999999999999,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"Photo Lab Equipment",189010,"Instruments",18,1298,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"LCDs",189013,"Instruments",18,31209,214.2344827586207,31064,2023
"Optical, photo, & film equipment; medical instruments",1890,"Compasses",189014,"Instruments",18,12844,-0.9256644133716084,-159940,2023
"Optical, photo, & film equipment; medical instruments",1890,"Surveying Equipment",189015,"Instruments",18,779990,-0.7582069638527177,-2445868,2023
"Optical, photo, & film equipment; medical instruments",1890,"Balances",189016,"Instruments",18,359,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"Drafting Tools",189017,"Instruments",18,7911.000000000001,6.198362147406734,6812.000000000001,2023
"Optical, photo, & film equipment; medical instruments",1890,"Medical Instruments",189018,"Instruments",18,44408,-0.5135235799967136,-46877,2023
"Optical, photo, & film equipment; medical instruments",1890,"Therapeutic Appliances",189019,"Instruments",18,55237,-0.6916958764037417,-123926.99999999997,2023
"Optical, photo, & film equipment; medical instruments",1890,"Breathing Appliances",189020,"Instruments",18,21,-0.9782383419689119,-944.0000000000001,2023
"Optical, photo, & film equipment; medical instruments",1890,"Orthopedic Appliances",189021,"Instruments",18,1903.0000000000002,99.15789473684212,1884.0000000000002,2023
"Optical, photo, & film equipment; medical instruments",1890,"X-Ray Equipment",189022,"Instruments",18,3906,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"Instructional Models",189023,"Instruments",18,541,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"Tensile Testing Machines",189024,"Instruments",18,12665,,,2023
"Optical, photo, & film equipment; medical instruments",1890,"Hydrometers",189025,"Instruments",18,7384,-0.1875,-1704,2023
"Optical, photo, & film equipment; medical instruments",1890,"Gas and Liquid Flow Measuring Instruments",189026,"Instruments",18,32642,-0.7970176354998383,-128170,2023
"Optical, photo, & film equipment; medical instruments",1890,"Chemical Analysis Instruments",189027,"Instruments",18,40307,-0.8256625187607319,-190893.99999999997,2023
"Optical, photo, & film equipment; medical instruments",1890,"Revolution Counters",189029,"Instruments",18,1855,-0.6242657484302208,-3081.999999999999,2023
"Optical, photo, & film equipment; medical instruments",1890,"Oscilloscopes",189030,"Instruments",18,31844,-0.6326257498846332,-54836,2023
"Optical, photo, & film equipment; medical instruments",1890,"Other Measuring Instruments",189031,"Instruments",18,71888,0.40233696818368025,20625,2023
"Optical, photo, & film equipment; medical instruments",1890,"Thermostats",189032,"Instruments",18,52141,2.246031251945465,36078,2023
"Optical, photo, & film equipment; medical instruments",1890,"Opto-Electric Instrument Parts",189033,"Instruments",18,2,-0.9965635738831615,-580,2023
"Clocks, watches, & parts",1891,"Precious Metal Watches",189101,"Instruments",18,11.000000000000002,-0.9441624365482233,-185.99999999999997,2023
"Clocks, watches, & parts",1891,"Base Metal Watches",189102,"Instruments",18,1176,1.6910755148741419,739,2023
"Clocks, watches, & parts",1891,"Clocks with Watch Movements",189103,"Instruments",18,11.000000000000002,-0.9710526315789474,-369,2023
"Clocks, watches, & parts",1891,"Other Clocks",189105,"Instruments",18,46,0.09523809523809523,4,2023
"Clocks, watches, & parts",1891,"Time Switches",189107,"Instruments",18,70,-0.8375870069605569,-361,2023
"Clocks, watches, & parts",1891,"Watch Straps",189113,"Instruments",18,420,5.268656716417911,353,2023
"Musical instruments",1892,"String Instruments",189202,"Instruments",18,1009.0000000000001,,,2023
"Musical instruments",1892,"Percussion",189206,"Instruments",18,3585.9999999999995,0.8475012879958782,1644.9999999999995,2023
"Musical instruments",1892,"Electric Musical Instruments",189207,"Instruments",18,1998.0000000000002,3.690140845070423,1572.0000000000002,2023
"Musical instruments",1892,"Other Musical Instruments",189208,"Instruments",18,25,,,2023
"Musical instruments",1892,"Musical Instrument Parts",189209,"Instruments",18,1,,,2023
"Weapons",1993,"Bladed Weapons and Accessories",199307,"Weapons",19,11.000000000000002,,,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Seats",209401,"Miscellaneous",20,52135,-0.6935452584306648,-117988,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Medical Furniture",209402,"Miscellaneous",20,7368,4.300719424460432,5978,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Other Furniture",209403,"Miscellaneous",20,213702,0.05386652464012546,10923,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Mattresses",209404,"Miscellaneous",20,9608,-0.9260689909894659,-120351,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Light Fixtures",209405,"Miscellaneous",20,25785,-0.7745494924412657,-88586,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Prefabricated Buildings",209406,"Miscellaneous",20,2163.0000000000005,,,2023
"Toys, games, & sports",2095,"Other toys",209503,"Miscellaneous",20,197110,5.053561008568533,164549,2023
"Toys, games, & sports",2095,"Video and Card Games",209504,"Miscellaneous",20,391.99999999999994,-0.995577717109271,-88250,2023
"Toys, games, & sports",2095,"Party Decorations",209505,"Miscellaneous",20,33188,80.74384236453201,32782,2023
"Toys, games, & sports",2095,"Sports Equipment",209506,"Miscellaneous",20,19786,2.7745135444486837,14544,2023
"Toys, games, & sports",2095,"Fishing and Hunting Equipment",209507,"Miscellaneous",20,2244489,0.010311120633854613,22907,2023
"Toys, games, & sports",2095,"Fairground Amusements",209508,"Miscellaneous",20,6,,,2023
"Misc. manufactures",2096,"Worked Ivory and Bone",209601,"Miscellaneous",20,8,-0.875,-56,2023
"Misc. manufactures",2096,"Brooms",209603,"Miscellaneous",20,518,-0.709478407178912,-1265,2023
"Misc. manufactures",2096,"Travel Kits",209605,"Miscellaneous",20,1016,,,2023
"Misc. manufactures",2096,"Buttons",209606,"Miscellaneous",20,442,,,2023
"Misc. manufactures",2096,"Zippers",209607,"Miscellaneous",20,285.99999999999994,-0.7712,-964,2023
"Misc. manufactures",2096,"Pens",209608,"Miscellaneous",20,365.00000000000006,-0.5054200542005419,-372.99999999999994,2023
"Misc. manufactures",2096,"Pencils and Crayons",209609,"Miscellaneous",20,4144,74.34545454545454,4089,2023
"Misc. manufactures",2096,"Chalkboards",209610,"Miscellaneous",20,4,-0.9976971790443293,-1732.9999999999998,2023
"Misc. manufactures",2096,"Ink Ribbons",209612,"Miscellaneous",20,171,-0.7698519515477793,-572,2023
"Misc. manufactures",2096,"Lighters",209613,"Miscellaneous",20,1296,116.8181818181818,1285,2023
"Misc. manufactures",2096,"Smoking Pipes",209614,"Miscellaneous",20,27.000000000000004,,,2023
"Misc. manufactures",2096,"Combs",209615,"Miscellaneous",20,4322,0.3485179407176287,1117,2023
"Misc. manufactures",2096,"Scent Sprays",209616,"Miscellaneous",20,336,-0.49473684210526314,-329,2023
